Order_ID,Order_Number,Product_Category,Origin_City,Destination_City,Region,Shipping_Mode,Distance_km,Shipment_Weight_tons,Emission_Factor_kgCO2_per_ton_km,Carbon_Emission_kgCO2,Delivery_Time_days,Late_Delivery_Flag,Sales_Amount_INR,Profit_INR,Sustainability_Score
604,ORD00604,Furniture,Hyderabad,Bangalore,North India,Air,1924,4.05,0.6,4675.32,5,0,73383.02,15439.32,76.62
605,ORD00605,Apparel,Chennai,Kolkata,South India,Road - Heavy Truck,505,3.17,0.08,128.07,3,0,85906.88,22544.23,99.36
606,ORD00606,Groceries,Chennai,Ahmedabad,West India,Road - Medium Truck,2314,5.99,0.1,1386.09,9,1,86225.38,32253.27,83.07
607,ORD00607,Groceries,Chennai,Bangalore,North India,Rail,1803,0.64,0.02,23.08,6,0,74936.99,24429.74,99.88
608,ORD00608,Electronics,Pune,Pune,West India,Air,214,9.81,0.6,1259.6,9,1,99170.98,17846.52,83.7
609,ORD00609,Groceries,Chennai,Bangalore,East India,Road - Heavy Truck,1035,4.8,0.08,397.44,12,1,12893.69,2244.49,88.01
610,ORD00610,Groceries,Delhi,Ahmedabad,West India,Rail,421,2.77,0.02,23.32,3,0,6513.37,1298.05,99.88
611,ORD00611,Groceries,Delhi,Mumbai,West India,Road - Medium Truck,1710,8.8,0.1,1504.8,11,1,22569.85,3126.7,82.48
612,ORD00612,Pharmaceuticals,Chennai,Mumbai,East India,Rail,1264,5.54,0.02,140.05,10,1,45460.71,14504.84,89.3
613,ORD00613,Groceries,Delhi,Hyderabad,East India,Road - Heavy Truck,1540,5.39,0.08,664.05,6,0,89357.9,32768.44,96.68
614,ORD00614,Apparel,Chennai,Mumbai,West India,Road - Medium Truck,324,6.66,0.1,215.78,3,0,58272.03,9785.47,98.92
615,ORD00615,Groceries,Kolkata,Delhi,North India,Road - Medium Truck,973,7.66,0.1,745.32,9,1,35444.06,4629.71,86.27
616,ORD00616,Pharmaceuticals,Kolkata,Ahmedabad,East India,Rail,2041,3.78,0.02,154.3,8,1,52637.76,7955.25,89.23
617,ORD00617,Apparel,Mumbai,Mumbai,South India,Road - Heavy Truck,1925,2.29,0.08,352.66,3,0,13294.33,3759.57,98.24
618,ORD00618,Electronics,Kolkata,Pune,South India,Rail,656,1.56,0.02,20.47,9,1,52151.23,7170.9,89.9
619,ORD00619,Electronics,Delhi,Chennai,East India,Air,1868,3.79,0.6,4247.83,4,0,75082.38,29549.07,78.76
620,ORD00620,Pharmaceuticals,Ahmedabad,Ahmedabad,East India,Air,1386,6.0,0.6,4989.6,9,1,51184.1,10249.28,65.05
621,ORD00621,Apparel,Kolkata,Delhi,South India,Road - Medium Truck,1305,9.03,0.1,1178.41,8,1,21315.03,6863.39,84.11
622,ORD00622,Apparel,Bangalore,Bangalore,South India,Rail,731,3.2,0.02,46.78,9,1,63769.87,22431.88,89.77
623,ORD00623,Apparel,Hyderabad,Bangalore,South India,Road - Medium Truck,218,2.76,0.1,60.17,8,1,99408.44,22629.58,89.7
624,ORD00624,Pharmaceuticals,Kolkata,Mumbai,North India,Road - Heavy Truck,1458,6.82,0.08,795.48,3,0,19054.7,5058.48,96.02
625,ORD00625,Electronics,Hyderabad,Kolkata,West India,Air,645,9.35,0.6,3618.45,3,0,95039.96,11562.24,81.91
626,ORD00626,Groceries,Hyderabad,Mumbai,West India,Rail,2399,9.71,0.02,465.89,12,1,68354.33,10945.38,87.67
627,ORD00627,Furniture,Ahmedabad,Hyderabad,North India,Road - Heavy Truck,2306,1.82,0.08,335.75,10,1,16103.23,6321.51,88.32
628,ORD00628,Furniture,Delhi,Mumbai,West India,Rail,849,1.02,0.02,17.32,5,0,60425.99,20143.42,99.91
629,ORD00629,Pharmaceuticals,Delhi,Hyderabad,West India,Road - Heavy Truck,1665,9.77,0.08,1301.36,10,1,23472.75,7151.51,83.49
630,ORD00630,Apparel,Hyderabad,Kolkata,West India,Road - Medium Truck,1801,7.3,0.1,1314.73,5,0,40114.85,11559.12,93.43
631,ORD00631,Apparel,Bangalore,Pune,West India,Road - Heavy Truck,1869,2.55,0.08,381.28,8,1,75445.13,20771.33,88.09
632,ORD00632,Pharmaceuticals,Hyderabad,Mumbai,West India,Road - Medium Truck,2499,8.44,0.1,2109.16,8,1,13177.41,4449.55,79.45
633,ORD00633,Pharmaceuticals,Bangalore,Chennai,South India,Road - Heavy Truck,1169,0.56,0.08,52.37,12,1,44378.83,10351.62,89.74
634,ORD00634,Apparel,Ahmedabad,Ahmedabad,South India,Air,2059,3.25,0.6,4015.05,10,1,9012.13,1370.97,69.92
635,ORD00635,Groceries,Mumbai,Kolkata,West India,Road - Heavy Truck,680,8.02,0.08,436.29,11,1,29954.32,3390.59,87.82
636,ORD00636,Electronics,Hyderabad,Ahmedabad,West India,Road - Medium Truck,1052,5.17,0.1,543.88,8,1,7702.05,1313.85,87.28
637,ORD00637,Pharmaceuticals,Delhi,Kolkata,South India,Rail,1999,6.47,0.02,258.67,6,0,97554.58,15073.72,98.71
638,ORD00638,Electronics,Kolkata,Hyderabad,West India,Road - Heavy Truck,1938,1.89,0.08,293.03,3,0,88440.14,31781.03,98.53
639,ORD00639,Furniture,Bangalore,Mumbai,South India,Rail,1244,0.96,0.02,23.88,9,1,55313.17,6588.07,89.88
640,ORD00640,Electronics,Hyderabad,Bangalore,North India,Rail,1283,8.79,0.02,225.55,6,0,30788.6,5868.61,98.87
641,ORD00641,Electronics,Chennai,Bangalore,South India,Road - Medium Truck,1577,5.42,0.1,854.73,3,0,78986.75,21832.07,95.73
642,ORD00642,Pharmaceuticals,Mumbai,Pune,West India,Road - Medium Truck,2338,8.05,0.1,1882.09,9,1,63275.69,9527.75,80.59
643,ORD00643,Apparel,Bangalore,Ahmedabad,East India,Road - Heavy Truck,587,1.61,0.08,75.61,5,0,92723.93,23750.73,99.62
644,ORD00644,Furniture,Chennai,Kolkata,South India,Road - Medium Truck,167,7.24,0.1,120.91,3,0,75723.72,27595.31,99.4
645,ORD00645,Electronics,Delhi,Ahmedabad,West India,Road - Medium Truck,371,1.74,0.1,64.55,2,0,45356.48,7760.17,99.68
646,ORD00646,Groceries,Mumbai,Kolkata,North India,Road - Heavy Truck,184,2.37,0.08,34.89,1,0,80340.24,19760.18,99.83
647,ORD00647,Furniture,Chennai,Bangalore,East India,Road - Heavy Truck,92,3.37,0.08,24.8,10,1,76682.28,12674.72,89.88
648,ORD00648,Pharmaceuticals,Chennai,Mumbai,North India,Road - Heavy Truck,1186,1.36,0.08,129.04,3,0,95135.2,28126.63,99.35
649,ORD00649,Electronics,Mumbai,Chennai,West India,Road - Heavy Truck,834,5.52,0.08,368.29,9,1,96605.06,33663.77,88.16
650,ORD00650,Apparel,Pune,Pune,South India,Rail,808,7.13,0.02,115.22,3,0,46768.25,5269.64,99.42
651,ORD00651,Groceries,Hyderabad,Kolkata,North India,Road - Medium Truck,1337,4.37,0.1,584.27,3,0,16743.46,6143.26,97.08
652,ORD00652,Apparel,Ahmedabad,Chennai,West India,Road - Heavy Truck,523,3.62,0.08,151.46,12,1,41554.21,10925.28,89.24
653,ORD00653,Apparel,Bangalore,Delhi,West India,Rail,1802,9.86,0.02,355.35,8,1,22934.57,8694.89,88.22
654,ORD00654,Groceries,Pune,Mumbai,South India,Road - Heavy Truck,2190,4.27,0.08,748.1,3,0,67562.09,25301.88,96.26
655,ORD00655,Electronics,Chennai,Pune,West India,Road - Heavy Truck,865,3.96,0.08,274.03,7,0,37170.01,8233.59,98.63
656,ORD00656,Groceries,Hyderabad,Ahmedabad,West India,Rail,2433,7.77,0.02,378.09,11,1,61396.75,10628.34,88.11
657,ORD00657,Groceries,Ahmedabad,Chennai,South India,Air,653,5.36,0.6,2100.05,5,0,77959.96,28657.22,89.5
658,ORD00658,Furniture,Pune,Hyderabad,South India,Road - Heavy Truck,266,1.45,0.08,30.86,1,0,83879.68,21016.85,99.85
659,ORD00659,Groceries,Ahmedabad,Chennai,East India,Rail,444,6.41,0.02,56.92,9,1,77216.29,15572.66,89.72
660,ORD00660,Pharmaceuticals,Delhi,Delhi,West India,Air,1121,5.16,0.6,3470.62,9,1,56531.62,8884.26,72.65
661,ORD00661,Electronics,Bangalore,Kolkata,South India,Road - Heavy Truck,1338,4.14,0.08,443.15,1,0,86023.06,22988.21,97.78
662,ORD00662,Pharmaceuticals,Ahmedabad,Ahmedabad,West India,Air,1329,4.59,0.6,3660.07,2,0,72993.7,18523.14,81.7
663,ORD00663,Pharmaceuticals,Hyderabad,Kolkata,East India,Road - Medium Truck,1653,5.31,0.1,877.74,7,0,30022.14,6685.52,95.61
664,ORD00664,Pharmaceuticals,Delhi,Hyderabad,West India,Road - Heavy Truck,234,0.77,0.08,14.41,12,1,17178.82,4983.18,89.93
665,ORD00665,Furniture,Chennai,Kolkata,North India,Road - Heavy Truck,1513,4.57,0.08,553.15,4,0,44133.31,16905.94,97.23
666,ORD00666,Electronics,Ahmedabad,Pune,West India,Road - Heavy Truck,518,8.75,0.08,362.6,6,0,37071.45,14609.35,98.19
667,ORD00667,Pharmaceuticals,Pune,Hyderabad,North India,Rail,1973,0.69,0.02,27.23,7,0,60858.98,6345.8,99.86
668,ORD00668,Apparel,Bangalore,Kolkata,East India,Air,893,1.45,0.6,776.91,11,1,36916.91,9198.57,86.12
669,ORD00669,Apparel,Delhi,Kolkata,West India,Air,358,2.42,0.6,519.82,5,0,84836.15,20297.03,97.4
670,ORD00670,Apparel,Kolkata,Mumbai,West India,Road - Medium Truck,426,6.43,0.1,273.92,10,1,73182.15,16578.83,88.63
671,ORD00671,Groceries,Hyderabad,Chennai,West India,Air,364,2.49,0.6,543.82,5,0,66896.0,20700.69,97.28
672,ORD00672,Electronics,Bangalore,Ahmedabad,South India,Air,2160,2.89,0.6,3745.44,3,0,48056.72,8216.13,81.27
673,ORD00673,Pharmaceuticals,Delhi,Chennai,East India,Air,2232,3.05,0.6,4084.56,7,0,81848.68,11799.93,79.58
674,ORD00674,Groceries,Hyderabad,Mumbai,South India,Air,666,1.9,0.6,759.24,7,0,75911.18,12930.78,96.2
675,ORD00675,Furniture,Pune,Chennai,North India,Air,1225,3.04,0.6,2234.4,10,1,66374.05,21443.2,78.83
676,ORD00676,Pharmaceuticals,Pune,Pune,North India,Road - Medium Truck,1055,2.32,0.1,244.76,8,1,80719.25,24767.72,88.78
677,ORD00677,Pharmaceuticals,Bangalore,Delhi,West India,Road - Medium Truck,608,2.01,0.1,122.21,5,0,7768.48,1267.03,99.39
678,ORD00678,Groceries,Hyderabad,Mumbai,West India,Road - Heavy Truck,393,1.03,0.08,32.38,2,0,34820.95,10815.6,99.84
679,ORD00679,Pharmaceuticals,Kolkata,Ahmedabad,North India,Road - Medium Truck,2388,2.74,0.1,654.31,9,1,74775.64,8982.0,86.73
680,ORD00680,Furniture,Pune,Chennai,South India,Road - Medium Truck,1333,6.2,0.1,826.46,7,0,36282.16,8152.68,95.87
681,ORD00681,Electronics,Ahmedabad,Hyderabad,North India,Road - Heavy Truck,1174,2.16,0.08,202.87,10,1,46750.16,15133.41,88.99
682,ORD00682,Apparel,Ahmedabad,Hyderabad,East India,Rail,1995,5.68,0.02,226.63,3,0,69860.15,7754.85,98.87
683,ORD00683,Furniture,Kolkata,Pune,East India,Road - Heavy Truck,192,6.63,0.08,101.84,1,0,84939.93,17101.21,99.49
684,ORD00684,Groceries,Delhi,Pune,East India,Rail,549,9.08,0.02,99.7,8,1,55816.52,18368.4,89.5
685,ORD00685,Groceries,Hyderabad,Pune,North India,Rail,1014,1.36,0.02,27.58,3,0,33255.18,4728.05,99.86
686,ORD00686,Groceries,Mumbai,Bangalore,East India,Rail,2063,8.73,0.02,360.2,6,0,49753.67,13737.57,98.2
687,ORD00687,Electronics,Bangalore,Ahmedabad,South India,Road - Heavy Truck,2293,3.84,0.08,704.41,1,0,75089.62,19825.27,96.48
688,ORD00688,Furniture,Bangalore,Pune,East India,Road - Heavy Truck,1301,4.31,0.08,448.58,3,0,34803.57,13062.84,97.76
689,ORD00689,Apparel,Chennai,Mumbai,West India,Air,596,5.04,0.6,1802.3,6,0,29764.59,5767.19,90.99
690,ORD00690,Electronics,Delhi,Chennai,North India,Rail,1595,2.23,0.02,71.14,4,0,94751.93,12762.85,99.64
691,ORD00691,Apparel,Bangalore,Mumbai,East India,Air,741,2.38,0.6,1058.15,10,1,9729.38,2087.91,84.71
692,ORD00692,Groceries,Mumbai,Chennai,South India,Road - Medium Truck,530,9.5,0.1,503.5,8,1,6340.92,1536.08,87.48
693,ORD00693,Groceries,Chennai,Chennai,East India,Road - Medium Truck,1140,9.49,0.1,1081.86,3,0,32356.39,8145.71,94.59
694,ORD00694,Furniture,Ahmedabad,Chennai,East India,Road - Medium Truck,1723,4.47,0.1,770.18,5,0,80284.04,31420.61,96.15
695,ORD00695,Groceries,Chennai,Pune,West India,Air,1970,1.31,0.6,1548.42,12,1,17654.47,5349.77,82.26
696,ORD00696,Groceries,Hyderabad,Delhi,North India,Rail,2331,1.19,0.02,55.48,4,0,10581.47,3175.94,99.72
697,ORD00697,Furniture,Delhi,Bangalore,East India,Rail,1610,5.29,0.02,170.34,6,0,33738.2,9500.37,99.15
698,ORD00698,Pharmaceuticals,Pune,Bangalore,East India,Road - Medium Truck,1439,5.29,0.1,761.23,6,0,88400.19,31861.56,96.19
699,ORD00699,Apparel,Pune,Kolkata,East India,Road - Heavy Truck,573,3.48,0.08,159.52,5,0,52425.01,5661.3,99.2
700,ORD00700,Furniture,Ahmedabad,Delhi,South India,Rail,1834,5.41,0.02,198.44,8,1,89803.82,27420.44,89.01
701,ORD00701,Groceries,Pune,Mumbai,West India,Road - Medium Truck,800,1.02,0.1,81.6,12,1,8406.91,2706.46,89.59
702,ORD00702,Furniture,Mumbai,Hyderabad,North India,Road - Heavy Truck,2347,4.69,0.08,880.59,12,1,51093.95,12880.96,85.6
703,ORD00703,Pharmaceuticals,Chennai,Delhi,South India,Road - Medium Truck,789,8.75,0.1,690.38,5,0,84320.6,14757.71,96.55
704,ORD00704,Electronics,Kolkata,Mumbai,West India,Air,1058,9.24,0.6,5865.55,6,0,77984.08,15357.21,70.67
705,ORD00705,Groceries,Ahmedabad,Ahmedabad,East India,Rail,484,6.11,0.02,59.14,2,0,84512.83,29906.33,99.7
706,ORD00706,Pharmaceuticals,Bangalore,Chennai,North India,Road - Heavy Truck,229,3.63,0.08,66.5,6,0,67336.41,7725.59,99.67
707,ORD00707,Groceries,Mumbai,Pune,East India,Rail,277,3.57,0.02,19.78,10,1,75661.0,17844.88,89.9
708,ORD00708,Groceries,Pune,Kolkata,South India,Road - Medium Truck,1683,2.78,0.1,467.87,3,0,13472.89,1944.09,97.66
709,ORD00709,Pharmaceuticals,Bangalore,Hyderabad,North India,Road - Heavy Truck,1820,3.34,0.08,486.3,11,1,74909.48,9250.58,87.57
710,ORD00710,Pharmaceuticals,Pune,Mumbai,West India,Rail,2055,5.37,0.02,220.71,5,0,47317.03,13417.84,98.9
711,ORD00711,Apparel,Ahmedabad,Chennai,South India,Rail,1828,6.33,0.02,231.42,9,1,64915.19,24155.97,88.84
712,ORD00712,Groceries,Kolkata,Bangalore,South India,Air,2199,5.51,0.6,7269.89,2,0,12977.16,3368.02,63.65
713,ORD00713,Electronics,Delhi,Mumbai,West India,Rail,2192,8.49,0.02,372.2,9,1,45634.52,10470.35,88.14
714,ORD00714,Electronics,Delhi,Mumbai,West India,Air,2378,1.4,0.6,1997.52,10,1,82218.35,24119.8,80.01
715,ORD00715,Apparel,Hyderabad,Ahmedabad,West India,Road - Medium Truck,1659,7.97,0.1,1322.22,12,1,9299.58,2558.54,83.39
716,ORD00716,Apparel,Mumbai,Pune,North India,Rail,816,3.74,0.02,61.04,10,1,25051.5,9432.74,89.69
717,ORD00717,Groceries,Ahmedabad,Kolkata,East India,Road - Heavy Truck,104,4.25,0.08,35.36,12,1,21314.86,5475.02,89.82
718,ORD00718,Electronics,Chennai,Delhi,South India,Air,408,8.14,0.6,1992.67,2,0,16883.5,6683.12,90.04
719,ORD00719,Furniture,Mumbai,Kolkata,West India,Air,1040,6.66,0.6,4155.84,9,1,46399.91,9845.24,69.22
720,ORD00720,Groceries,Ahmedabad,Ahmedabad,North India,Road - Medium Truck,139,5.0,0.1,69.5,12,1,16063.59,2076.63,89.65
721,ORD00721,Electronics,Hyderabad,Delhi,North India,Air,874,6.06,0.6,3177.86,7,0,33008.98,4989.79,84.11
722,ORD00722,Apparel,Delhi,Ahmedabad,West India,Air,2080,9.81,0.6,12242.88,9,1,75022.44,16598.57,28.79
723,ORD00723,Groceries,Hyderabad,Mumbai,East India,Air,2048,5.38,0.6,6610.94,1,0,27031.05,10320.15,66.95
724,ORD00724,Groceries,Pune,Delhi,South India,Air,528,8.95,0.6,2835.36,6,0,52004.94,6152.74,85.82
725,ORD00725,Pharmaceuticals,Hyderabad,Ahmedabad,South India,Rail,1972,7.4,0.02,291.86,4,0,37665.5,12443.52,98.54
726,ORD00726,Apparel,Ahmedabad,Bangalore,South India,Rail,1648,7.37,0.02,242.92,11,1,96181.32,14434.49,88.79
727,ORD00727,Furniture,Ahmedabad,Mumbai,West India,Rail,403,7.06,0.02,56.9,4,0,68370.36,24700.23,99.72
728,ORD00728,Apparel,Hyderabad,Bangalore,South India,Air,907,3.38,0.6,1839.4,6,0,57898.9,5802.72,90.8
729,ORD00729,Pharmaceuticals,Chennai,Ahmedabad,East India,Road - Heavy Truck,1433,8.16,0.08,935.46,2,0,45908.94,9858.08,95.32
730,ORD00730,Pharmaceuticals,Mumbai,Delhi,West India,Rail,241,7.96,0.02,38.37,3,0,78159.01,18202.71,99.81
731,ORD00731,Electronics,Delhi,Mumbai,South India,Air,504,9.65,0.6,2918.16,10,1,97592.68,16152.01,75.41
732,ORD00732,Pharmaceuticals,Ahmedabad,Mumbai,South India,Road - Heavy Truck,1531,8.77,0.08,1074.15,8,1,19918.09,6221.68,84.63
733,ORD00733,Electronics,Chennai,Ahmedabad,East India,Rail,614,3.68,0.02,45.19,7,0,16683.43,5662.91,99.77
734,ORD00734,Apparel,Chennai,Bangalore,West India,Rail,399,5.3,0.02,42.29,7,0,30271.48,5613.55,99.79
735,ORD00735,Pharmaceuticals,Hyderabad,Delhi,West India,Road - Medium Truck,1806,1.81,0.1,326.89,8,1,44273.89,12273.04,88.37
736,ORD00736,Groceries,Bangalore,Pune,North India,Road - Medium Truck,2169,7.82,0.1,1696.16,6,0,94646.07,35451.25,91.52
737,ORD00737,Pharmaceuticals,Kolkata,Pune,West India,Air,668,7.71,0.6,3090.17,11,1,90738.56,34721.75,74.55
738,ORD00738,Pharmaceuticals,Bangalore,Pune,West India,Rail,1334,7.35,0.02,196.1,5,0,91376.93,36334.15,99.02
739,ORD00739,Groceries,Chennai,Kolkata,North India,Road - Medium Truck,1861,8.93,0.1,1661.87,11,1,71259.74,9527.25,81.69
740,ORD00740,Pharmaceuticals,Kolkata,Chennai,North India,Road - Heavy Truck,1647,5.61,0.08,739.17,3,0,73884.37,13150.26,96.3
741,ORD00741,Pharmaceuticals,Kolkata,Chennai,East India,Rail,705,5.45,0.02,76.84,9,1,7225.07,960.24,89.62
742,ORD00742,Pharmaceuticals,Hyderabad,Mumbai,North India,Air,502,9.88,0.6,2975.86,5,0,74538.69,10996.32,85.12
743,ORD00743,Pharmaceuticals,Chennai,Hyderabad,East India,Road - Heavy Truck,2394,4.76,0.08,911.64,4,0,75001.58,19804.61,95.44
744,ORD00744,Furniture,Mumbai,Hyderabad,South India,Rail,2396,6.84,0.02,327.77,9,1,68881.21,12790.88,88.36
745,ORD00745,Electronics,Delhi,Pune,South India,Rail,650,4.82,0.02,62.66,2,0,72605.84,10997.51,99.69
746,ORD00746,Pharmaceuticals,Pune,Kolkata,West India,Air,369,2.54,0.6,562.36,10,1,40082.95,9705.02,87.19
747,ORD00747,Furniture,Bangalore,Ahmedabad,West India,Air,2055,9.97,0.6,12293.01,3,0,74513.11,20485.39,38.53
748,ORD00748,Groceries,Ahmedabad,Delhi,South India,Road - Medium Truck,2152,9.7,0.1,2087.44,4,0,87010.81,31722.62,89.56
749,ORD00749,Apparel,Kolkata,Delhi,South India,Rail,536,9.26,0.02,99.27,2,0,62152.02,17241.84,99.5
750,ORD00750,Furniture,Pune,Delhi,East India,Road - Heavy Truck,1583,4.03,0.08,510.36,3,0,33809.71,8595.18,97.45
751,ORD00751,Electronics,Pune,Ahmedabad,East India,Rail,2052,2.55,0.02,104.65,2,0,5198.15,1225.41,99.48
752,ORD00752,Furniture,Bangalore,Ahmedabad,West India,Air,1595,9.05,0.6,8660.85,10,1,50146.62,9226.47,46.7
753,ORD00753,Groceries,Pune,Chennai,West India,Air,1382,1.92,0.6,1592.06,10,1,13484.92,2866.47,82.04
754,ORD00754,Electronics,Kolkata,Mumbai,North India,Rail,1864,5.64,0.02,210.26,3,0,74911.72,15448.67,98.95
755,ORD00755,Pharmaceuticals,Chennai,Ahmedabad,North India,Road - Medium Truck,2269,9.57,0.1,2171.43,10,1,59801.28,22971.93,79.14
756,ORD00756,Furniture,Ahmedabad,Mumbai,East India,Road - Heavy Truck,2228,6.75,0.08,1203.12,4,0,22075.62,8704.59,93.98
757,ORD00757,Furniture,Pune,Delhi,East India,Air,2063,6.09,0.6,7538.2,7,0,86887.56,34148.64,62.31
758,ORD00758,Furniture,Bangalore,Kolkata,North India,Air,519,2.94,0.6,915.52,5,0,98079.68,23290.61,95.42
759,ORD00759,Furniture,Delhi,Delhi,East India,Road - Medium Truck,1718,3.41,0.1,585.84,6,0,69467.81,26559.34,97.07
760,ORD00760,Electronics,Delhi,Chennai,South India,Air,633,1.44,0.6,546.91,7,0,44218.17,13386.37,97.27
761,ORD00761,Apparel,Ahmedabad,Pune,North India,Road - Medium Truck,2116,5.18,0.1,1096.09,1,0,41579.62,15196.34,94.52
762,ORD00762,Pharmaceuticals,Mumbai,Chennai,South India,Air,1007,0.77,0.6,465.23,9,1,91804.83,36209.03,87.67
763,ORD00763,Furniture,Hyderabad,Bangalore,South India,Rail,1876,5.9,0.02,221.37,4,0,12971.29,2714.38,98.89
764,ORD00764,Pharmaceuticals,Kolkata,Bangalore,North India,Air,2323,9.63,0.6,13422.29,8,1,47915.49,19151.81,22.89
765,ORD00765,Groceries,Hyderabad,Chennai,East India,Road - Heavy Truck,2025,9.37,0.08,1517.94,11,1,30963.78,10054.97,82.41
766,ORD00766,Electronics,Bangalore,Kolkata,West India,Road - Heavy Truck,2237,2.03,0.08,363.29,7,0,58492.75,18121.55,98.18
767,ORD00767,Apparel,Ahmedabad,Kolkata,South India,Road - Medium Truck,1353,6.3,0.1,852.39,11,1,88973.5,10354.51,85.74
768,ORD00768,Furniture,Delhi,Ahmedabad,North India,Rail,1933,3.75,0.02,144.97,12,1,96104.3,28971.87,89.28
769,ORD00769,Groceries,Mumbai,Mumbai,North India,Road - Heavy Truck,1742,6.89,0.08,960.19,8,1,57800.11,11042.89,85.2
770,ORD00770,Apparel,Pune,Bangalore,North India,Air,1495,6.89,0.6,6180.33,10,1,97343.71,27946.12,59.1
771,ORD00771,Apparel,Hyderabad,Chennai,North India,Road - Heavy Truck,840,4.9,0.08,329.28,1,0,47234.88,15754.9,98.35
772,ORD00772,Electronics,Kolkata,Ahmedabad,South India,Rail,955,8.18,0.02,156.24,6,0,27254.5,6864.25,99.22
773,ORD00773,Groceries,Bangalore,Chennai,South India,Road - Heavy Truck,1672,2.36,0.08,315.67,9,1,15539.92,4922.98,88.42
774,ORD00774,Pharmaceuticals,Kolkata,Chennai,North India,Road - Heavy Truck,316,6.09,0.08,153.96,4,0,17105.94,2051.53,99.23
775,ORD00775,Electronics,Hyderabad,Pune,West India,Rail,1909,6.97,0.02,266.11,11,1,5185.72,1409.82,88.67
776,ORD00776,Furniture,Delhi,Kolkata,West India,Rail,2172,1.66,0.02,72.11,1,0,49325.74,14381.34,99.64
777,ORD00777,Electronics,Chennai,Pune,North India,Air,1655,3.5,0.6,3475.5,10,1,23487.77,8818.66,72.62
778,ORD00778,Electronics,Ahmedabad,Pune,North India,Road - Medium Truck,1398,2.37,0.1,331.33,2,0,34526.56,7326.59,98.34
779,ORD00779,Electronics,Hyderabad,Chennai,North India,Rail,1062,8.48,0.02,180.12,6,0,15244.86,5007.82,99.1
780,ORD00780,Electronics,Pune,Hyderabad,North India,Air,1878,7.76,0.6,8743.97,1,0,59998.77,22459.91,56.28
781,ORD00781,Electronics,Mumbai,Delhi,North India,Road - Medium Truck,1860,1.09,0.1,202.74,7,0,10204.94,2212.21,98.99
782,ORD00782,Pharmaceuticals,Delhi,Ahmedabad,West India,Rail,1695,8.57,0.02,290.52,4,0,14103.87,2459.87,98.55
783,ORD00783,Groceries,Hyderabad,Chennai,North India,Air,464,8.05,0.6,2241.12,1,0,37263.57,4424.1,88.79
784,ORD00784,Furniture,Kolkata,Hyderabad,West India,Road - Heavy Truck,326,0.62,0.08,16.17,10,1,61324.22,9061.64,89.92
785,ORD00785,Electronics,Bangalore,Kolkata,West India,Air,1871,7.38,0.6,8284.79,1,0,22662.72,8129.08,58.58
786,ORD00786,Pharmaceuticals,Hyderabad,Kolkata,East India,Rail,2266,3.46,0.02,156.81,5,0,78672.09,27989.74,99.22
787,ORD00787,Electronics,Pune,Hyderabad,South India,Road - Heavy Truck,642,5.42,0.08,278.37,9,1,10445.18,2589.02,88.61
788,ORD00788,Groceries,Ahmedabad,Hyderabad,East India,Road - Medium Truck,874,6.59,0.1,575.97,11,1,79600.06,23683.76,87.12
789,ORD00789,Groceries,Chennai,Delhi,South India,Rail,714,4.48,0.02,63.97,1,0,14960.55,2052.11,99.68
790,ORD00790,Groceries,Chennai,Pune,South India,Road - Medium Truck,923,4.93,0.1,455.04,6,0,27706.81,4976.81,97.72
791,ORD00791,Apparel,Ahmedabad,Chennai,East India,Road - Heavy Truck,352,3.95,0.08,111.23,3,0,38999.23,9109.93,99.44
792,ORD00792,Furniture,Hyderabad,Chennai,South India,Road - Heavy Truck,865,9.77,0.08,676.08,5,0,23793.37,8274.29,96.62
793,ORD00793,Furniture,Pune,Mumbai,East India,Road - Medium Truck,1122,0.7,0.1,78.54,11,1,91511.65,36028.31,89.61
794,ORD00794,Pharmaceuticals,Pune,Mumbai,North India,Road - Medium Truck,1033,3.4,0.1,351.22,3,0,40115.86,11565.2,98.24
795,ORD00795,Apparel,Hyderabad,Pune,South India,Road - Medium Truck,585,8.89,0.1,520.07,7,0,80515.32,27576.14,97.4
796,ORD00796,Apparel,Chennai,Delhi,East India,Road - Heavy Truck,2455,7.75,0.08,1522.1,3,0,22964.71,5496.82,92.39
797,ORD00797,Groceries,Mumbai,Bangalore,West India,Road - Medium Truck,2442,8.59,0.1,2097.68,2,0,89154.26,30065.38,89.51
798,ORD00798,Groceries,Ahmedabad,Ahmedabad,East India,Rail,1951,5.24,0.02,204.46,9,1,22004.86,4098.49,88.98
799,ORD00799,Groceries,Chennai,Pune,South India,Air,2441,6.56,0.6,9607.78,4,0,66725.04,22542.4,51.96
800,ORD00800,Apparel,Mumbai,Bangalore,North India,Rail,1594,4.54,0.02,144.74,6,0,59280.19,7075.11,99.28
801,ORD00801,Pharmaceuticals,Hyderabad,Pune,West India,Rail,1490,4.72,0.02,140.66,9,1,26866.87,10415.13,89.3
802,ORD00802,Electronics,Bangalore,Ahmedabad,South India,Air,1555,4.61,0.6,4301.13,7,0,81427.92,24826.87,78.49
803,ORD00803,Pharmaceuticals,Mumbai,Kolkata,South India,Rail,1520,6.63,0.02,201.55,9,1,90640.21,28247.54,88.99
804,ORD00804,Apparel,Kolkata,Kolkata,East India,Road - Heavy Truck,1525,1.63,0.08,198.86,4,0,8636.73,2935.69,99.01
